Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills;Job_Search_Term
11;Spezialist/in Bekämpfung Versicherungsmissbrauch (BVM);KPT Krankenkasse AG;Bern;Du deckst Missbrauchsfälle und unnötige Kosten auf und vertrittst dabei die wirtschaftlichen Interessen der KPT. | Mit Anspruchsberechtigten und Rechtsanwält/innen verhandelst du souverän und klärst komplexe Fragen rund um Wirtschaftlichkeit und Versicherungsmissbrauch. | Dein Netzwerk ist dein Werkzeug: Intern wie extern pflegst du tragfähige Kontakte – bis in Gremien, in denen du die KPT kompetent vertrittst. | Gemeinsam mit unseren Datenanalyst/innen stöberst du systematisch verdächtige Konstellationen auf – gestützt durch smarte IT-Tools. | Auch strategisch mischst du mit und entwickelst unsere Wirtschaftlichkeitskontrolle weiter.;mehrjährige Berufserfahrung im medizinischen Umfeld oder Leistungsbereich einer Krankenversicherung | fundierte Kenntnisse der medizinischen Terminologie | verhandlungssicheres Französisch in Wort und Schrift ist Voraussetzung – sehr gute mündliche Deutschkenntnisse | eine zielgruppengerechte Kommunikationsfähigkeit gepaart mit Durchsetzungsvermögen | sattelfest in Excel und Datenanalyse;Data Scientist
12;Data Scientist;SonarSource SA;Geneva;Implementierung wiederkehrender PLG-Analysen, einschließlich der Definition der wichtigsten Metriken im Zusammenhang mit dem Kundenerfolg und der Entwicklung entsprechender Tools (z. B. Dashboards) für die regelmäßige Überwachung. | Analyse des Nutzerverhaltens, um zu verstehen, wie sie sich anmelden, Funktionen nutzen und warum sie bleiben oder gehen. | Identifikation der Hauptchancenbereiche (z. B. Punkte, an denen neue Nutzer abspringen). | Verwendung von SQL und Python zur Arbeit mit Datensätzen aus unserem Produkt. | Erstellung und Verwaltung von Dashboards in Tableau zur Verfolgung wichtiger Metriken für das Team. | Nutzung von Produktanalyse-Tools, um Möglichkeiten zur Produktverbesserung zu finden. | Teilen der aus den Daten gewonnenen Erkenntnisse mit dem Team, um bessere Entscheidungen zu ermöglichen.;Mehr als 5 Jahre Erfahrung als Datenwissenschaftler | Vorherige Erfahrung im PLG bevorzugt | Starke SQL- und Python-Kenntnisse für Datenanalysen (einschließlich Bibliotheken wie Pandas und NumPy). | Erfahrung mit Produktanalysemethoden wie Funnel- und Kohortenanalyse. | Vertrautheit mit Produktanalyse-Tools (z. B. Amplitude, Mixpanel, Heap). | Erfahrung im Erstellen von Dashboards in Tableau oder einem ähnlichen Visualisierungstool. | Gute Kommunikationsfähigkeiten und die Fähigkeit, Daten klar für unterschiedliche Zielgruppen zu erklären. | Neugier und Interesse daran, wie Daten einem Produkt zum Erfolg verhelfen können.;Data Scientist
13;Senior Data Scientist;Elca informatique SA;Zurich;"Entwicklung und Implementierung innovativer AI, ML und Data Science Lösungen für unsere Kunden | Beratung unserer Kunden und Durchführung von Workshops zur Entwicklung von Anwendungsfällen und nachhaltigen Lösungen | Mitarbeit an der Angebotserstellung: Für Proof of Concepts (PoCs) und kleinere Projekte hast Du die Möglichkeit Verantwortung für die Angebotserstellung zu übernehmen. Bei grösseren Angeboten bist du als AI-Experte oder Expertin Teil eines Teams | Unterstützung im Pre-Sales-Bereich, Präsentationen bei Kunden und an Konferenzen/Events, inklusive Networking und Follow-Ups | Enge Zusammenarbeit mit Data Scientists, Data Engineers, IT-Architekten und Business Analysten; sowohl in Kundenteams als auch bei ELCA | Coaching und Mentoring von Teammitgliedern und Betreuung von Praktikantinnen und Praktikanten in spannenden, explorativen Projekten";Ein dynamisches Arbeitsumfeld mit einem jungen und hochmotivierten Team | Vielfältige Möglichkeiten, Dein Wissen und Deine Erfahrung durch die Arbeit an einer breiten Palette an spannenden Projekten, Kunden und Technologien zu erweitern | Attraktive Perspektiven für Karriere und persönliche Entwicklung durch Training und Coaching | Eine flache Hierarchie und eine Kultur der Zusammenarbeit über alle Disziplinen hinweg | Die Chance, durch den Aufbau grossartiger Software etwas im Leben der Menschen zu verändern | Attraktive Perspektiven für die weitere berufliche und persönliche Entwicklung mit verschiedenen internen Karrierepfaden | Work-Life-Balance (41 Std/W in Gleitzeit, Möglichkeit für Homeoffice, mind. 25 Ferientage), ergonomischer und flexibler Arbeitsplatz in einem multikulturellen Umfeld | Interessante Benefits wie z.B.: Beitrag an bestehendes Mobiltelefon oder Business Handy, 1/2- Tax Abonnement und geschäftlich unterwegs im Zug mit 1. Klasse, attraktive Pensionskassenmodelle, Übernahme der NBU (privat, weltweit), fortschrittliche Kranktaggeldversicherung sowie Flottenrabatt;Data Scientist
14;Data Analytics Consultant (Zurich, Switzerland);D ONE Value Creation AG;Zürich;"Anforderungsanalyse und Lösungsdesign. | Datenmodellierung; Architekturdesign; Datenextraktion und -transformation. | Datenvisualisierung und Reporting. | Implementierung von Machine-Learning-Modellen. | Präsentation Ihrer Ergebnisse vor dem mittleren und oberen Management.";Fachkenntnisse in mindestens einer Branche. | Pragmatische, ergebnisorientierte Einstellung bei der Beratung Ihrer Kunden. | Erfahrung im Umgang mit großen Datensätzen und Datenbanken. | Kenntnisse in relevanten Technologien und Programmiersprachen (z.B. SQL, Python, Hadoop, Spark, Tableau, Microsoft BI). | Ausgezeichnete Kommunikationsfähigkeiten in Deutsch und Englisch.;Data Scientist
15;Open Application: Zurich;KCAP GmbH;Zurich;no tasks found on this job ad;no skills found on this job ad;Data Scientist
16;(Senior) Data Science & Data Analytics Consultant 60-100%;Eraneos Switzerland AG;Zurich;Beratung des Kunden zu Themen rund um Data & AI, Verstehen der Herausforderungen des Kunden und Ableiten von passenden Lösungsvorschlägen. | Durchführung von Kundenprojekten in verschieden Rollen. | Unterstützung in der Akquise von neuen Projekten. | du es liebst, Probleme zu lösen und du helfen möchtest, die Herausforderungen unserer Kunden mit den passendsten Mitteln anzugehen. | du in Data Science- und Data Analytics-Themen, -Methoden und -Tools fit bist und über Implementierungs-Erfahrung verfügst, beispielsweise in Python, SQL, Polars, PyTorch, Tensorflow, dbt. | du eine kommunikative Persönlichkeit bist und du Spass daran hast, mit Kolleginnen und Kollegen und verschiedenen Kunden zusammenzuarbeiten. | du auch Erfahrungen rund um die Inbetriebnahme von Lösungen mitbringst und du Tools wie MLflow und Airflow kennst. | du bereits über praktische Beratungs- und Projekterfahrung verfügst auch ausserhalb der Forschung und du eine praktische, ergebnisorientierte Mentalität hast. | du über einen ETH- oder Uni-Masterabschluss in einer quantitativen Disziplin verfügst, wie z.B. Data Science, Mathematik, Physik, Maschinenbau, Elektrotechnik oder Informatik. | deine Deutsch- oder Französisch-Kenntnisse verhandlungssicher sind und du Englisch sprichst. | Hüseyin als deine Ansprechperson freut sich auf deine Direktbewerbung über unsere Webseite (Lebenslauf, Diplome und Arbeitszeugnisse in PDF).;Erfahrungen im Cloud-Umfeld, eventuell gar Cloud-Zertifizierungen für Azure, AWS oder GCP. | Erfahrung im Umgang mit Snowflake und Databricks. | Ein gewisses Flair für «Hacking» und keine Angst vor der Kommandozeile.;Data Scientist
17;stagiaire en droit (h/f) - 100%, entrée en fonction le le 1er février 2026 ou le 1er mai 2026 (Indiquer la date de début de stage préférée lors de la candidature);Eidgenössisches Institut für Geistiges Eigentum;Bern;Prüfen möglicher Gründe, die gegen den Schutz einer Marke sprechen. | Analysieren der Argumente der Anmelder und gegebenenfalls die detaillierten Ablehnungsgründe und endgültigen Entscheidungen verfassen. | Vorbereiten der materiellen Entscheidungen im Rahmen des Widerspruchsverfahrens und Teilnahme an Koordinationssitzungen. | Schriftliche Klärung rechtlicher Aspekte aus verschiedenen Bereichen des Schweizer Rechts. | Bereitstellung von Informationen schriftlich und mündlich in verschiedenen Sprachen zu Urheberrecht sowie zu Fälschung und Piraterie. | Teilnahme an weiteren Aufgaben der Abteilung Recht & Internationale Angelegenheiten, wie Beratung der Schweizer Behörden und Vorbereitung von Gesetzestexten im Bereich des geistigen Eigentums. | Vorbereitung einer aktuellen rechtlichen Fragestellung im Bereich des immateriellen Eigentums und Präsentation im Rahmen eines internen Fortbildungskurses.;Abschluss (lic. iur., MLaw) in Recht von einer Schweizer Universität. | Muttersprache Französisch, Deutsch oder Italienisch und gute Kenntnisse in Französisch, Deutsch und Englisch. | Ausgeprägtes Interesse am Recht des geistigen Eigentums. | Schnelle Auffassungsgabe, analytisches und synthetisches Denken, präzise, pragmatische und zielorientierte Arbeitsmethoden. | Engagement, vielseitige Interessen, aktive Teilnahme und Teamgeist.;Data Scientist
18;Business Data Specialist;SICPA HOLDING SA;Chavornay;no tasks found on this job ad;no skills found on this job ad;Data Scientist
19;Data Analytics (Senior) Consultant - Deal Advisory;Students.ch;Zürich;Arbeitsort Zürich | Unternehmen KPMG | Kategorie Absolventenstelle | Führen Sie vielfältige Strategieprojekte während Deals für internationale Unternehmen durch | Tragen Sie zu Wachstumsstrategien, Markteintrittsanalysen und strategischen Transformationen bei | Entwickeln Sie nachhaltige Konzepte zur Wertsteigerung unter Nutzung von Datenanalysen zur EBITDA-Verbesserung | Nutzen Sie modernste Tools wie Alteryx, Tableau, Power BI, um das Potenzial zur Wertsteigerung zu quantifizieren | Gestalten Sie die Zukunft, indem Sie herausfordernde analytische Probleme mit Big Data angehen. | Präsentieren Sie datenbasierte Erkenntnisse und strategische Lösungen vor leitenden Stakeholdern und Kunden;Berufserfahrung in der Beratung oder im M&A-Bereich (1-2 Jahre für Consultant, 2-4 Jahre für Senior Consultant) | Starke technische Fähigkeiten in Alteryx, PowerBi oder Tableau, MS Excel, Python-Kenntnisse sind von Vorteil | Bachelor- oder Masterabschluss in Wirtschaftswissenschaften, Computertechnik, Wirtschaftsinformatik oder einem vergleichbaren Bereich mit Schwerpunkt Strategie oder Datenanalyse | Starke analytische und quantitative Problemlösungsfähigkeiten mit hoher geistiger Flexibilität und außergewöhnlichem Interesse an komplexer Datenanalyse (z. B. räumliche und prädiktive Analysen) und Datenvisualisierungen | Fähigkeit, unter Druck zu bestehen, Herausforderungen professionell zu übernehmen und überdurchschnittliche Ergebnisse innerhalb enger Fristen zu liefern. | Starke Kommunikationsfähigkeiten in Englisch sind erforderlich, Deutsch- und/oder Französischkenntnisse sind von Vorteil;Data Scientist
20;Data Analyst;Banque Lombard Odier & Cie SA;Geneva;Sammeln und Konsolidieren von Daten aus internen Systemen (Finanzen, Personal, Beschaffung, Projektmanagement) über APIs oder direkte Extraktion | Entwicklung und Pflege analytischer Modelle und Dashboards mit Tools wie Excel, Power BI, Tableau und anderen;Analyse und Verbesserung operativer Prozesse im Bereich IT Development | Erstellung von Tools und Prototypen zur Straffung administrativer Arbeitsabläufe;Data Scientist
21;Data Scientist Intern;G. et F. Châtelain, succursale de Chanel SARL;Geneva;Entwicklung, Start und Automatisierung robuster und leistungsfähiger Datenpipelines | Mitwirkung bei der Entwicklung von Machine Learning-Lösungen für konkrete geschäftliche Fragestellungen | Durchführung statistischer Analysen und Interpretation der Ergebnisse zur Unterstützung der Entscheidungsfindung | Klare und zielgruppengerechte Kommunikation Ihrer Ergebnisse (technisch und nicht-technisch) | Beitrag zu bereichsübergreifenden Projekten in Supply Chain, Operations und Produktion;"Masterstudent/in in Data Science, Informatik, Ingenieurwesen, Mathematik oder einem ähnlichen Bereich | Fließende Beherrschung von Französisch und Englisch, mündlich und schriftlich | Fundierte Erfahrung mit Python und SQL; Interesse an Cloud-Tools (Azure, GCP, …) ist von Vorteil | Neugier, Genauigkeit, Teamgeist und Serviceorientierung | Pflichtpraktikumsvereinbarung erforderlich";Data Scientist
22;Talent Community - Data, Analytics & Technology;Wüest Partner;Zurich;Universitätsabschluss (Bachelor, Master, PhD) mit analytischem oder statistischem Hintergrund / in Naturwissenschaften oder Ingenieurwesen | Interesse an immobilienbezogenen Themen und Datenanalytik, Technologien wie Machine Learning, Künstliche Intelligenz und Big Data | Digitale Affinität, starke Kommunikationsfähigkeiten (fließend in Englisch und Deutsch);Attraktive Anstellungsbedingungen mit variablem Vergütungsbestandteil | Flexibles Work Smart-Konzept mit Homeoffice-Möglichkeiten | Professionelle und kollegiale Unternehmenskultur mit großartigen Events (Firmenfeiern, Croissant-Pausen etc.) | Hoher Teamgeist, flache Hierarchien und abwechslungsreiche Aufgaben | Moderne Büros in den Zentren von Zürich, Bern, Lugano oder Genf | Großzügiges Weiterbildungsbudget inklusive Zeit dafür sowie weitere attraktive Sozialleistungen;Data Scientist
23;Data Scientist (m/w/d);Sympany;Basel;Erstellen und Validieren von statistischen und multivariaten Analysen und Modellen unter Anwendung von Data Science Methoden | Identifizieren von Mustern und Trends zur Prognoseerstellung und zur Unterstützung von strategischen Entscheidungen | Selbständiges Aufbereiten von Daten mit R oder Phyton | Mitarbeiten in Projekten sowie Sicherstellen des fachbereichsübergreifenden Stakeholdermanagements (z.B. Data Intelligence, Aktuariat, Controlling) | Aufbauen und Pflegen von Data-Pipelines sowie Erstellen von Datenvisualisierungen für interne Stakeholder | Sicherstellen der einheitlichen Methodiknutzung und Einhaltung von Datenschutz-Anforderungen | Weiterentwickeln von Predictive Analytics, Machine Learning und KI-Anwendungen | Sie verfügen über einen Masterabschluss in einem Studiengang mit quantitativem Schwerpunkt wie Mathematik, Physik, Statistik, Data Science oder ähnlichem. | Sie bringen fundierte Kenntnisse sowie mehrjährige Berufserfahrung in Data Science und Machine Learning mit. | Sie sind mit R/Phyton und DWH bestens vertraut, idealerweise konnten Sie auch Ihre SQL-Kenntnisse bereits in der Praxis vertiefen. | Sie überzeugen als kundenorientierter Teamplayer und tauchen gerne in neue Themen ein. | Sie arbeiten sehr strukturiert und haben Spass an der selbständigen Arbeit im Alltag. | Sie können adressatengerecht kommunizieren und Bedürfnisse sowie Ziele lösungsorientiert und fokussiert umsetzen. | Sie bringen fliessende Deutschkenntnisse in Wort und Schrift mit, Ihre guten Englischkenntnisse runden Ihr Profil ab. | Übernahme der Beiträge an die Krankentaggeldversicherung und Nichtbetriebsunfallversicherung sowie von 2/3 des BVG-Beitrages | Weltweit 1. Klasse versichert bei Unfall | Treuebonus ab 5 Jahren und Beteiligung am Unternehmenserfolg auf allen Stufen (bei Festanstellung);Vergünstigungen auf Sympany Produkte, z.B. 50% auf die Grundversicherung und Rabatte auf diverse Angebote z. B. im Bereich Mobilität oder Multimedia | Vergünstigtes Essen im eigenen Restaurant | Beteiligung an den Kosten des öffentlichen Verkehrs (Jobticket);Data Scientist
24;Senior Data Scientist & Product Owner;Swiss Medical Network;Echandens;Master- oder Doktorabschluss in Informatik, Statistik, Mathematik oder einem verwandten Bereich.;Mindestens 5 Jahre Berufserfahrung im Bereich Data Science, vorzugsweise im Gesundheitswesen mit Erfahrung im Krankenhausbereich ist von Vorteil.;Data Scientist
