Job_Index,Job_Title,Company_Name,Job_Location,Tasks,Skills,Job_Search_Term
11,Einkäufer:in als Datenanalyst:in,Stadler Rail Schweiz AG,Bussnang,Analyse grosser Datenmengen aus der Beschaffung zur Identifikation von Trends und Mustern | Entwicklung innovativer Lösungen zur automatisierten Datenverarbeitung | Erstellung von Dashboards und Berichten zur Visualisierung von Ergebnissen | Unterstützung bei der Datenbereinigung und -aufbereitung | Unterstützung des Einkaufs bei strategischen Entscheidungen durch datengestützte Reports und Prognosen | Entwicklung von Materialkalkulationsmodellen unter Einbezug von Einkaufsinfosätzen,"Abgeschlossenes Studium in Betriebswirtschaft, Data Science, Wirtschaftsinformatik oder einem vergleichbaren Bereich | Fundierte Berufserfahrungen im Einkauf | Erfahrung in der Analyse komplexer Beschaffungsprozesse und Materialkalkulationen | Kenntnisse in Analyse-Tools wie SQL, Excel, Power BI, R oder Python | Erfahrung mit SAP S/4HANA, insbesondere im Modul MM und Einkaufsinfosätzen | Ausgeprägtes analytisches Denkvermögen und hohe Zahlenaffinität | Kommunikationsstärke und die Fähigkeit, komplexe Sachverhalte verständlich zu vermitteln",Data Science
12,Business Analyst Finanzsysteme (m/w/d),Naturenergie Hochrhein AG,Laufenburg,"Perspektiven: Wachse mit uns – beruflich und persönlich. | Sinnhaftigkeit: Gestalte die Energiewende nachhaltig und wirksam. | Menschlichkeit: Erlebe ein vertrauensvolles Umfeld und echten Teamgeist. | Aktive Mitgestaltung der Weiterentwicklung unserer buchhalterischen Datenlandschaft und IT-Systeme im Hauptbuch | Gemeinsame Weiterentwicklung der zentralen Datenstrukturen (z. B. Sachkontenrahmen, Buchungskreise, automatisierte Buchungen) mit Kollegen | Beitrag zur Sicherstellung der Datenqualität und Steuerung buchhalterisch relevanter Datenflüsse | Unterstützung bei der Digitalisierung und Automatisierung von Finanzprozessen | Förderung der Zusammenarbeit zwischen Rechnungswesen, IT und BI in bereichsübergreifenden Projekten | Mitwirkung an Projekten, digitalen Lösungen und Dateninitiativen | Mithilfe bei der Etablierung moderner Reporting- und Analysemethoden im Finanzbereich | Abgeschlossenes Studium der Wirtschaftsinformatik, Betriebswirtschaft mit IT-Schwerpunkt, Data Science, (Wirtschafts-)Mathematik oder eine vergleichbare Qualifikation | Erste Erfahrung im Umgang mit ERP-Systemen (idealerweise SAP FI) und Interesse an der Arbeit an Finanzdaten und -prozessen | Freude am Umgang mit Daten sowie idealerweise Berührungspunkte mit Tools wie Excel, Power BI oder SQL | Interesse an buchhalterischen Abläufen sowie die Bereitschaft, sich in Themen wie Buchhaltungsprozesse und Datenflüsse einzuarbeiten | Strukturierte, analytische Denkweise und Begeisterung für Digitalisierung und Weiterentwicklung | Teamgeist, Kommunikationsstärke und Freude an der Zusammenarbeit mit unterschiedlichen Fachbereichen und der IT",no skills found on this job ad,Data Science
15,Senior Data Developer (all),BKW Energie AG,Bern,"You take ownership of developing and migrating data applications to ensure quality, reliability and resilience | Legacy applications are refactored by you into scalable, maintainable, and efficient solutions, using objected-oriented designs | You design robust architectures, data models, and pipelines that guarantee consistent analytics and reporting | Our modern toolchain with Snowflake, Azure DevOps, Kestra, and Python environments is configured and operationalized by you in a structured way | You support colleagues during the transition to new platforms and provide methodical guidance to strengthen best practices | Shared libraries and reusable components you build make project delivery more productive","A Bachelor's or Master's degree in Computer Science, Data Science or a related field forms the foundation of your expertise | You bring at least five years of experience in building large data applications and are well-versed in Python, SQL, cloud data platforms, with ML/AI practices a plus | With your advanced skills in Snowflake, Azure DevOps and Git, you can plan, control, and verify complex development processes | You have a solid understanding of financial or energy trading markets and risk metrics and can apply them reliably in data solutions | You are comfortable setting up semantic models and creating efficient dashboards and analytics with Looker, making insights precise and actionable | You bring an innovative and collaborative mindset, turning new ideas into reality from scratch",Data Science
16,Marketing Technology & Automation Specialist (m/w/d) 80-100%,Spotted by jobs.ch,Urdorf,"Verständnis der Marketing-Technologielandschaft und Integration von Marketing-Automatisierungsplattformen mit ERP- und CRM-Systemen | Fehlerbehebung und Lösung technischer Probleme im Zusammenhang mit Marketing- Automationsplattformen | Ausbau der Marketing Applikationslandschaft | Definition zukunftsfähiger Sales- & Marketingprozesse unter Berücksichtigung der IT-technischen Machbarkeit | Integration der Salesforce Marketing Cloud zur Sicherstellung des reibungslosen Datenflusses zwischen CRM-, CMS-, ERP-, PIM- und Marketing-Automatisierungssysteme | Umsetzung von Use-Cases zur Automatisierung von E-Marketing Aktivitäten | Steigerung der personalisierten Kundenansprache durch Implementierung personalisierter Kampagnen auf Basis von Kundendaten- und verhalten | Überwachung und Optimierung der Marketing-Kampagnen basierend auf Performance KPIs | Zusammenarbeit mit dem Produktmarketing zur effizienten Nutzung von Automatisierungsplattformen","Berufserfahrung: ca. 5 Jahre in relevanten Bereichen | Abschluss in Informatik, Statistik / Data Science, Wirtschaftsinformatik oder ähnlichem | IT-Kenntnisse in Automatisierungstools wie Salesforce, HubSpot, Marketo; CRM-Systeme (Salesforce, Microsoft Dynamics); CMS-Systeme (Typo3, WordPress) | Kenntnisse in HTML/CSS und Webtechnologien sowie praktische Kenntnisse von APIs für Integrationszwecke (präferiert) | Erfahrung mit Datenanalyse, A/B-Tests und Optimierung von Marketingkampagnen | Vertrautheit mit Analyseplattformen (z. B. Piwik Pro, Google Analytics) und Marketing-Reporting-Tools | Sonstige Kenntnisse: SEO / SEM & digitale Marketingkanäle | Weiterbildung im Bereich (e-)Marketing stark von Vorteil | Fliessende Deutsch und Englisch Kenntnisse",Data Science
18,HR-Controller/in,Kantonale Verwaltung Zürich,Zürich,"Fachhochschulabschluss in Accounting & Controlling, Betriebsökonomie, Data Science oder einer vergleichbaren Fachrichtung | Mehrjährige Erfahrung in einer ähnlichen Funktion sowie ausgewiesene Expertise im Daten- und Projektmanagement | Fundierte Kenntnisse im SAP Organisationsmanagement | Stilsicheres Deutsch in Wort und Schrift | Analytisches Denkvermögen, präzise Arbeitsweise und ausgeprägte Beratungskompetenz | Sicherer Umgang mit MS-Office, insbesondere Excel | Motivation für ein vielseitiges und verantwortungsvolles Tätigkeitsfeld","eine attraktive Position mit hoher Selbständigkeit und Gestaltungsspielraum | ein engagiertes Team, das Kollegialität und Humor lebt | Büroräumlichkeiten in Oerlikon (ab Frühling 2026 Umzug an die Ausstellungsstrasse in Zürich) und die Möglichkeit, auch in den eigenen vier Wänden zu arbeiten und noch einiges mehr...",Data Science
19,Data Scientist 80 - 100 % (w/m/d),Hamilton Bonaduz AG,Bonaduz,"Durchführung von AI-Studien und Umsetzung von Projekten über verschiedene Use Cases im Liquid Handling und in der Laborautomatisierung | Zusammenarbeit mit Product und Process Owners sowie Data und Domain Experts, um Anforderungen zu klären und Deliverables passgenau zuzuschneiden | Design von Machine Learning-Lösungen und zügiger Aufbau funktionsfähiger Prototypen. | Definition robuster Validierungs- und Benchmarking-Strategien | Unterstützung der Integration von Lösungen in Hamiltons Produkte, Services und Prozesse, indem Pilot Code zu deploybaren Software Artefacts gehärtet wird | Effektive Zusammenarbeit in einer Matrix Organisation und aktive Beiträge zum Knowledge Sharing innerhalb unserer AI Expert Group","Relevanter Hochschulabschluss (Master's/PhD) in Computer- oder Data Science, Mathematik, Ingenieurwesen oder einem verwandten Fachgebiet mit Fokus auf Machine Learning | Industriehintergrund und/oder Berufserfahrung in Software Development und Productisation. | Fundierte Kenntnisse in Data Structures und Data Modelling unter Nutzung fortgeschrittener Methoden in Machine Learning, Deep Learning, Reinforcement Learning, NLP und/oder Optimisation Techniques. | Erfahrung in der Anwendung von State-of-the-Art-Methoden auf Time-Series und/oder Text Data für industrielle Use Cases (z. B. Sensor Signal Processing, Condition Monitoring, Machine Calibration, Predictive Maintenance, Simulation-based Modelling). | Fähigkeit, sowohl selbstständig als auch in Cross-functional Projektteams zu arbeiten, mit einem Hands-on-Ansatz zur Problemlösung. | Ausgeprägte interdisziplinäre Kommunikations- und Collaboration Skills.",Data Science
20,Risk Manager (m/w/d),MF Group AG,St. Gallen,"das aktive Monitoring und die eigenständige Analyse von Dashboards und Reports zur Erkennung relevanter Entwicklungen sowie das fundierte Interpretieren von KPIs im Kontext des Risikomanagements | die Durchführung von Detailanalysen bei Auffälligkeiten, das Erkennen von Ursachen und Mustern sowie das Ableiten fundierter Handlungsempfehlungen | das Erstellen regelmässiger Reports und KPIs, um Risikotrends und -entwicklungen für das Management und weitere Stakeholder sichtbar zu machen | die Unterstützung bei der Pflege und Weiterentwicklung interner Richtlinien, Arbeitsanweisungen und Monitoring-Prozesse | die Mitarbeit an der Weiterentwicklung unserer Tools, zum Beispiel durch die Automatisierung wiederkehrender Aufgaben mit Excel, SQL oder Python","einem abgeschlossenen Studium in Wirtschaft, Finanzen, Mathematik, Informatik, Data Science oder einer vergleichbaren Fachrichtung | mindestens 1-3 Jahren Berufserfahrung im Risikomanagement, in der Datenanalyse, im Bereich Compliance, Fraud Prävention oder in einem ähnlichen Umfeld | sehr guten Kenntnissen in SQL und/oder Python zur Analyse und Weiterverarbeitung grosser Datenmengen | Erfahrung im Konzipieren und Erstellen von Dashboards, idealerweise mit gängigen Visualisierungstools wie Tableau oder Microsoft Power BI | fundierten Computerkenntnissen sowie exzellentem Umgang mit Microsoft Excel | sehr guten Englischkenntnissen; Italienischkenntnisse sind ein zusätzliches Plus",Data Science
25,Web Analytics & Insights Specialist (60-100%),Gonser AG,Hergiswil,"Fachliche Verantwortung, Betreuung und Weiterentwicklung des gesamten Webtrackings (insb. Google Analytics) in Zusammenarbeit mit unserer Webentwicklungsagentur | Analyse von Nutzerverhalten, Marketingmassnahmen und Customer Journeys | Planung, Durchführung und Auswertung von A/B-Tests zur Optimierung der Performance | Entwicklung und Erstellung von Reportings und interaktiven Dashboards für verschiedene Stakeholder | Aufbau von Analyse- und Monitoring-Prozessen inkl. KPI-Alerts | Identifikation von Trends und Optimierungspotentialen anhand von Wettbewerbs- und Marktanalysen | Kontinuierlicher Ausbau der Analyseinfrastruktur und Integration neuer Datenquellen | Mitgestaltung und Mitwirkung bei laufenden E-Commerce- und Webshopprojekten","Abgeschlossenes Studium in einem relevanten Bereich wie Wirtschaftsinformatik, BWL, Digital Marketing oder Data Science | Mindestens 2 Jahre Erfahrung in vergleichbaren Rollen wie Business Analyst, Web-Analyst oder im digitalen Marketing, idealerweise im E-Commerce Umfeld | Fundierte Erfahrung mit gängigen Analyse-Tools (Google Analytics, Power BI, Hotjar), Tracking Technologien (Google Tag Manager) und A/B-Testing Plattformen (z.B. Kameleoon) | Grundkenntnisse in HTML, CSS, JavaScript oder SQL von Vorteil | Ausgeprägtes analytisches und konzeptionelles Denken sowie technische Affinität | Verständnis für E-Commerce Mechanismen und Online-Kundenerlebnisse (z.B. Conversion Funnel, Einflussfaktoren auf Kaufentscheidungen) | Gute Deutschkenntnisse, Englisch von Vorteil | Kommunikationsstärke und Freude an interdisziplinärer Zusammenarbeit",Data Science
27,Data Architekt,Safeguard Global,"Thun, Berne, Schweiz","Architect the future: Plan, design, and manage end-to-end data architecture for space missions | Model with purpose:  Create data models and storage structures to handle vast, complex datasets | Integrate intelligence:  Connect satellite, ground station, and other mission-critical data sources | Own the lifecycle: Oversee the integrity and usability of data from acquisition to archival | Secure and comply:  Ensure high standards of data security, privacy, and compliance | Scale for the stars:  Build infrastructure ready to grow with increasing data volume and mission complexity | Always-on performance:  Design for high availability, reliability, and performance | Govern smartly:  Define access policies and safeguards to prevent misuse | Collaborate across galaxies:  Work closely with fellow system and enterprise architects to align with broader mission goals | A degree in Computer Science, Data Science, or a related field | Several years of experience in data architecture, engineering, or data lifecycle management | Hands-on experience in space technology and Dev(Sec)Ops environments | A proactive mindset and strong self-management skills | Ability to think systemically and solve complex, cross-functional challenges | Excellent communication and stakeholder management skills | EU and/or Swiss work permit, with no entries in public registers (required for security clearance) | Fluent English (spoken and written); Very good knowledge of German",Comprehensive Pension Fund: Secure your future with our robust pension plan. | Flexible Working Hours: Enjoy the freedom to balance work and life with our adaptable schedules. | 13th Month Salary: Receive an extra month's salary as a bonus for your hard work and dedication. | Generous Paternity Leave: Spend quality time with your new family member with our extended paternity leave. | Private Medical Insurance: Stay healthy and worry-free with our top-tier private medical coverage.,Data Science
28,Director Engineering & Technology,Brack.Alltron AG,Mägenwil,"Gesamtverantwortung für das Engineering-Department mit den Bereichen Software Engineering und IT Operations (>100 Mitarbeitende) | Direkte Führung der Head of Engineerings, Software Architekten und Head of IT Ops Weiterentwicklung und Implementierung unserer IT-Strategie und Enterprise-Architektur | Treffen von Technologie-Entscheidungen zu Cloud-Lösungen, KI-Anwendungen, der System-Landschaft sowie Microservice-Architekturen | Sicherstellung des stabilen Betriebs unserer technischen Plattformen | Budget- und Ressourcenverantwortung für den Engineering-Bereich | Enge Zusammenarbeit mit dem CIO bei der strategischen Führung der IT-Abteilung | Förderung einer Kultur der Exzellenz, Innovation und kontinuierlichen Verbesserung","Hochschulabschluss in Informatik oder einem verwandten Bereich (Mathematik, Physik, Data Science) oder gleichwertige Erfahrung | Mindestens 5 Jahre Erfahrung als CTO oder in einer vergleichbaren leitenden Funktion in einem grösseren Unternehmen | Fundierte Kenntnisse in Enterprise-Architekturen, Cloud-Technologien, Microservices und KI-Anwendungen | Praktische Erfahrung als Software Engineer und mit modernen Sprachen | Nachweisbare Erfahrung in der Führung crossfunktionaler Teams und agiler Softwareentwicklung | Strategisches und analytisches Denken mit hoher Ergebnisorientierung | Empathische und integrative Führungspersönlichkeit mit Gespür für die Weiterentwicklung von Mitarbeitenden | Fliessende Deutsch- und Englischkenntnisse",Data Science
29,MLOps Engineer 80 - 100% (w/m/d),LGT,Zürich,"Zusammenarbeit mit Data Scientists, Data Engineers und Architekten, um die Advanced Analytics & AI Plattform vor Ort und in der Azure-Cloud weiterzuentwickeln und zu skalieren | Zusammenarbeit mit Data Scientists, um Analytics/AI-Produkte zu produktisieren und an Endnutzer auszurollen | Sicherstellung der Sicherheit, Verfügbarkeit und Leistung der Advanced Analytics & AI Plattform | Implementierung und Verwaltung von Workflows für Continuous Integration (CI) und Continuous Delivery (CD) | Bereitstellung von Plattformunterstützung und Wartung | Bachelor-Abschluss oder höher in Informatik, Software Engineering, Systemadministration, Ingenieurwesen oder einem verwandten Fachgebiet oder eine gleichwertige Kombination aus Ausbildung und Erfahrung | 5+ Jahre Erfahrung als DevOps/MLOps Engineer in einer mittelgroßen bis großen IT-Organisation | 5+ Jahre Erfahrung in der Implementierung von Data-Science-Lösungen auf VPC, Azure oder AWS | Erfahrung mit GitLab, GitLab Pipelines und ArgoCD | Erfahrung mit Openshift, Kubernetes, S3 Storage und Python | Kenntnisse in IT-Sicherheitsarchitektur sind von Vorteil | Erfahrung in der Bereitstellung von LLM & ML Modellen | Flexible Arbeitsmodelle | Sabbaticals | Mindestens 25 Tage Jahresurlaub, abhängig vom Alter | Optionen für bezahlten Sonderurlaub | Mutterschafts- und Vaterschaftsurlaub, Möglichkeiten für zusätzlichen Elternurlaub | Subventionen für die Kindertagesstätte ""Villa Wirbelwind"" | Zusätzlicher Kinderbetreuungszuschuss für entgeltlich fremdbetreute Kinder bis 12 Jahre | Rabatte auf Bankprodukte und Dienstleistungen der LGT | Co-Investments bei der LGT | Rabatte auf Kranken- und Sachversicherungen | Pensionsplan mit individuellen Optionen | Verschiedene Initiativen zur Förderung der Mobilität/E-Mobilität | Anerkennung wichtiger Lebensereignisse | Wellness- und Gesundheitsprogramme | Bewegungs- und Sportprogramme | Wöchentlicher Obsttag und gesunde Mahlzeiten | Umkleideräume mit Duschen | Ruheräume | Interne Kurse | Externe Kurse an der Liechtenstein Academy | Unterstützung für externe Aus- und Weiterbildungen | Coaching- und Mentoring-Programme | Internationale Einsätze | Intrapreneurship-Programme","Ihr Team ist virtuell und hauptsächlich in Bendern, Liechtenstein, und Zürich, Schweiz, angesiedelt. | Sie arbeiten täglich mit Stakeholdern aus verschiedenen Standorten in APAC und Europa zusammen. | Hervorragende Kommunikationsfähigkeiten | Ausgeprägter Teamgeist | Wohlfühlen in einem schnelllebigen, agilen Umfeld",Data Science
