Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills;Job_Search_Term
11;Einkäufer:in als Datenanalyst:in;Stadler Rail Schweiz AG;Bussnang;Analyse grosser Datenmengen aus der Beschaffung zur Identifikation von Trends und Mustern | Entwicklung innovativer Lösungen zur automatisierten Datenverarbeitung | Erstellung von Dashboards und Berichten zur Visualisierung von Ergebnissen | Unterstützung bei der Datenbereinigung und -aufbereitung | Unterstützung des Einkaufs bei strategischen Entscheidungen durch datengestützte Reports und Prognosen | Entwicklung von Materialkalkulationsmodellen unter Einbezug von Einkaufsinfosätzen;Abgeschlossenes Studium in Betriebswirtschaft, Data Science, Wirtschaftsinformatik oder einem vergleichbaren Bereich | Fundierte Berufserfahrungen im Einkauf | Erfahrung in der Analyse komplexer Beschaffungsprozesse und Materialkalkulationen | Kenntnisse in Analyse-Tools wie SQL, Excel, Power BI, R oder Python | Erfahrung mit SAP S/4HANA, insbesondere im Modul MM und Einkaufsinfosätzen | Ausgeprägtes analytisches Denkvermögen und hohe Zahlenaffinität | Kommunikationsstärke und die Fähigkeit, komplexe Sachverhalte verständlich zu vermitteln;Data Science
12;Business Analyst Finanzsysteme (m/w/d);Naturenergie Hochrhein AG;Laufenburg;Perspektiven: Wachse mit uns – beruflich und persönlich. | Sinnhaftigkeit: Gestalte die Energiewende nachhaltig und wirksam. | Menschlichkeit: Erlebe ein vertrauensvolles Umfeld und echten Teamgeist. | Aktive Mitgestaltung der Weiterentwicklung unserer buchhalterischen Datenlandschaft und IT-Systeme im Hauptbuch | Gemeinsame Weiterentwicklung der zentralen Datenstrukturen (z. B. Sachkontenrahmen, Buchungskreise, automatisierte Buchungen) mit Kollegen | Beitrag zur Sicherstellung der Datenqualität und Steuerung buchhalterisch relevanter Datenflüsse | Unterstützung bei der Digitalisierung und Automatisierung von Finanzprozessen | Förderung der Zusammenarbeit zwischen Rechnungswesen, IT und BI in bereichsübergreifenden Projekten | Mitwirkung an Projekten, digitalen Lösungen und Dateninitiativen | Mithilfe bei der Etablierung moderner Reporting- und Analysemethoden im Finanzbereich | Abgeschlossenes Studium der Wirtschaftsinformatik, Betriebswirtschaft mit IT-Schwerpunkt, Data Science, (Wirtschafts-)Mathematik oder eine vergleichbare Qualifikation | Erste Erfahrung im Umgang mit ERP-Systemen (idealerweise SAP FI) und Interesse an der Arbeit an Finanzdaten und -prozessen | Freude am Umgang mit Daten sowie idealerweise Berührungspunkte mit Tools wie Excel, Power BI oder SQL | Interesse an buchhalterischen Abläufen sowie die Bereitschaft, sich in Themen wie Buchhaltungsprozesse und Datenflüsse einzuarbeiten | Strukturierte, analytische Denkweise und Begeisterung für Digitalisierung und Weiterentwicklung | Teamgeist, Kommunikationsstärke und Freude an der Zusammenarbeit mit unterschiedlichen Fachbereichen und der IT;no skills found on this job ad;Data Science
13;UAS Professor in Food process engineering and technology (80-100%);Haute Ecole d'Ingénierie;1950 Sion;Teach food processing, process data analysis and modelling | Establish and develop an externally funded research program | Establish and maintain a network with industry professionals for the benefit of the Bachelor’s and Master’s degree programs and research;PhDinFood Science and Technology or similar, a combination with Data Science is an asset | Specialised in food process engineering and technology for sustainable nutrition | Experience in data-driven modelling of processes, e.g. digital twins, machine learning | Experience with pilot scale experimental work and sensor technology is a plus | Industrial experience in a relevant field is an asset | Demonstrated R&D project management experience | Excellent communication, interpersonal skills and ability to work in a team | Fluent inEnglish with proficiency in French, knowledge of German is a welcome addition;Data Science
14;Scientist – DNA Nanotechnology (m/f/d);arcoris bio AG;Schlieren;Design, optimize, and validate DNA nanostructures for biomarker detection. | Apply DNA nanotechnology to tissue- and solution-based assays (IHC, RNA ISH, ELISA, FACS). | Perform bioconjugation of oligonucleotides with proteins, peptides, and other biomolecules. | Purify and analyze oligonucleotides and conjugates (by chromatography, electrophoresis). | Collaborate with product and application teams to translate R&D findings into usable solutions. | Document, interpret, and present experimental data.;Ph.D. in Bioengineering, Biochemistry, Chemistry, Molecular Biology, or a related field. | Hands-on experience in DNA nanotechnology (DNA origami or related methods) | Practical expertise in bio-conjugation techniques | Strong track record of experimental design, troubleshooting, and data interpretation.;Data Science
15;Senior Data Developer (all);BKW Energie AG;Bern;You take ownership of developing and migrating data applications to ensure quality, reliability and resilience | Legacy applications are refactored by you into scalable, maintainable, and efficient solutions, using objected-oriented designs | You design robust architectures, data models, and pipelines that guarantee consistent analytics and reporting | Our modern toolchain with Snowflake, Azure DevOps, Kestra, and Python environments is configured and operationalized by you in a structured way | You support colleagues during the transition to new platforms and provide methodical guidance to strengthen best practices | Shared libraries and reusable components you build make project delivery more productive;A Bachelor's or Master's degree in Computer Science, Data Science or a related field forms the foundation of your expertise | You bring at least five years of experience in building large data applications and are well-versed in Python, SQL, cloud data platforms, with ML/AI practices a plus | With your advanced skills in Snowflake, Azure DevOps and Git, you can plan, control, and verify complex development processes | You have a solid understanding of financial or energy trading markets and risk metrics and can apply them reliably in data solutions | You are comfortable setting up semantic models and creating efficient dashboards and analytics with Looker, making insights precise and actionable | You bring an innovative and collaborative mindset, turning new ideas into reality from scratch;Data Science
16;Marketing Technology & Automation Specialist (m/w/d) 80-100%;Spotted by jobs.ch;Urdorf;Verständnis der Marketing-Technologielandschaft und Integration von Marketing-Automatisierungsplattformen mit ERP- und CRM-Systemen | Fehlerbehebung und Lösung technischer Probleme im Zusammenhang mit Marketing- Automationsplattformen | Ausbau der Marketing Applikationslandschaft | Definition zukunftsfähiger Sales- & Marketingprozesse unter Berücksichtigung der IT-technischen Machbarkeit | Integration der Salesforce Marketing Cloud zur Sicherstellung des reibungslosen Datenflusses zwischen CRM-, CMS-, ERP-, PIM- und Marketing-Automatisierungssysteme | Umsetzung von Use-Cases zur Automatisierung von E-Marketing Aktivitäten | Steigerung der personalisierten Kundenansprache durch Implementierung personalisierter Kampagnen auf Basis von Kundendaten- und verhalten | Überwachung und Optimierung der Marketing-Kampagnen basierend auf Performance KPIs | Zusammenarbeit mit dem Produktmarketing zur effizienten Nutzung von Automatisierungsplattformen;"Berufserfahrung: ca. 5 Jahre in relevanten Bereichen | Abschluss in Informatik, Statistik / Data Science, Wirtschaftsinformatik oder ähnlichem | IT-Kenntnisse in Automatisierungstools wie Salesforce, HubSpot, Marketo; CRM-Systeme (Salesforce, Microsoft Dynamics); CMS-Systeme (Typo3, WordPress) | Kenntnisse in HTML/CSS und Webtechnologien sowie praktische Kenntnisse von APIs für Integrationszwecke (präferiert) | Erfahrung mit Datenanalyse, A/B-Tests und Optimierung von Marketingkampagnen | Vertrautheit mit Analyseplattformen (z. B. Piwik Pro, Google Analytics) und Marketing-Reporting-Tools | Sonstige Kenntnisse: SEO / SEM & digitale Marketingkanäle | Weiterbildung im Bereich (e-)Marketing stark von Vorteil | Fliessende Deutsch und Englisch Kenntnisse";Data Science
17;Application Scientist – Assay Development & Technical Support;arcoris bio AG;Schlieren;"Develop, optimize, and validate biomarker assays, with a focus on IHC, multiplex Immunofluorescence, and RNA FISH. | Collaborate with product managers and R&D scientists to translate laboratory insights into product improvements. | Acquire and analyze microscopy images; apply image analysis and computer vision tools for biomarker quantification. | Provide technical support and training to customers, collaborators, and internal teams. | Assist with data interpretation, presentation, and communication of results to diverse audiences. | Contribute to scientific documentation, application notes, and training materials.";"M.S. or Ph.D. in Molecular Biology, Biochemistry, Bioengineering, or a related discipline. | Hands-on experience with IHC, mIF, and/or RNA FISH is essential. | Hand on experience with bio-conjugation techniques is a strong plus. | Familiarity with image analysis software (e.g., ImageJ/Fiji, QuPath, CellProfiler); experience with computer vision techniques is a plus. | Experience working with ELNs.";Data Science
18;HR-Controller/in;Kantonale Verwaltung Zürich;Zürich;Fachhochschulabschluss in Accounting & Controlling, Betriebsökonomie, Data Science oder einer vergleichbaren Fachrichtung | Mehrjährige Erfahrung in einer ähnlichen Funktion sowie ausgewiesene Expertise im Daten- und Projektmanagement | Fundierte Kenntnisse im SAP Organisationsmanagement | Stilsicheres Deutsch in Wort und Schrift | Analytisches Denkvermögen, präzise Arbeitsweise und ausgeprägte Beratungskompetenz | Sicherer Umgang mit MS-Office, insbesondere Excel | Motivation für ein vielseitiges und verantwortungsvolles Tätigkeitsfeld;eine attraktive Position mit hoher Selbständigkeit und Gestaltungsspielraum | ein engagiertes Team, das Kollegialität und Humor lebt | Büroräumlichkeiten in Oerlikon (ab Frühling 2026 Umzug an die Ausstellungsstrasse in Zürich) und die Möglichkeit, auch in den eigenen vier Wänden zu arbeiten und noch einiges mehr...;Data Science
19;Data Scientist 80 - 100 % (w/m/d);Hamilton Bonaduz AG;Bonaduz;Durchführung von AI-Studien und Umsetzung von Projekten über verschiedene Use Cases im Liquid Handling und in der Laborautomatisierung | Zusammenarbeit mit Product und Process Owners sowie Data und Domain Experts, um Anforderungen zu klären und Deliverables passgenau zuzuschneiden | Design von Machine Learning-Lösungen und zügiger Aufbau funktionsfähiger Prototypen. | Definition robuster Validierungs- und Benchmarking-Strategien | Unterstützung der Integration von Lösungen in Hamiltons Produkte, Services und Prozesse, indem Pilot Code zu deploybaren Software Artefacts gehärtet wird | Effektive Zusammenarbeit in einer Matrix Organisation und aktive Beiträge zum Knowledge Sharing innerhalb unserer AI Expert Group;Relevanter Hochschulabschluss (Master's/PhD) in Computer- oder Data Science, Mathematik, Ingenieurwesen oder einem verwandten Fachgebiet mit Fokus auf Machine Learning | Industriehintergrund und/oder Berufserfahrung in Software Development und Productisation. | Fundierte Kenntnisse in Data Structures und Data Modelling unter Nutzung fortgeschrittener Methoden in Machine Learning, Deep Learning, Reinforcement Learning, NLP und/oder Optimisation Techniques. | Erfahrung in der Anwendung von State-of-the-Art-Methoden auf Time-Series und/oder Text Data für industrielle Use Cases (z. B. Sensor Signal Processing, Condition Monitoring, Machine Calibration, Predictive Maintenance, Simulation-based Modelling). | Fähigkeit, sowohl selbstständig als auch in Cross-functional Projektteams zu arbeiten, mit einem Hands-on-Ansatz zur Problemlösung. | Ausgeprägte interdisziplinäre Kommunikations- und Collaboration Skills.;Data Science
20;Risk Manager (m/w/d);MF Group AG;St. Gallen;das aktive Monitoring und die eigenständige Analyse von Dashboards und Reports zur Erkennung relevanter Entwicklungen sowie das fundierte Interpretieren von KPIs im Kontext des Risikomanagements | die Durchführung von Detailanalysen bei Auffälligkeiten, das Erkennen von Ursachen und Mustern sowie das Ableiten fundierter Handlungsempfehlungen | das Erstellen regelmässiger Reports und KPIs, um Risikotrends und -entwicklungen für das Management und weitere Stakeholder sichtbar zu machen | die Unterstützung bei der Pflege und Weiterentwicklung interner Richtlinien, Arbeitsanweisungen und Monitoring-Prozesse | die Mitarbeit an der Weiterentwicklung unserer Tools, zum Beispiel durch die Automatisierung wiederkehrender Aufgaben mit Excel, SQL oder Python;"einem abgeschlossenen Studium in Wirtschaft, Finanzen, Mathematik, Informatik, Data Science oder einer vergleichbaren Fachrichtung | mindestens 1-3 Jahren Berufserfahrung im Risikomanagement, in der Datenanalyse, im Bereich Compliance, Fraud Prävention oder in einem ähnlichen Umfeld | sehr guten Kenntnissen in SQL und/oder Python zur Analyse und Weiterverarbeitung grosser Datenmengen | Erfahrung im Konzipieren und Erstellen von Dashboards, idealerweise mit gängigen Visualisierungstools wie Tableau oder Microsoft Power BI | fundierten Computerkenntnissen sowie exzellentem Umgang mit Microsoft Excel | sehr guten Englischkenntnissen; Italienischkenntnisse sind ein zusätzliches Plus";Data Science
22;Doktorandin / Doktorand Investment Management 70%;Hochschule Luzern;Rotkreuz;Sie erarbeiten eine Dissertation (Monographie oder kumulative Dissertation) im Fachgebiet Investment Management (z.B. für Banken, Pensionskassen). | Sie arbeiten inhaltlich und konzeptionell an praxisorientierten Forschungs- und Beratungsprojekten und verfassen Berichte und Publikationen. | Sie erstellen und implementieren Prototypen. | Die Betreuung von studentischen Arbeiten ergänzt Ihr Tätigkeitsfeld. | Sie unterstützen bei der Gestaltung, Durchführung und Evaluation unserer Weiterbildungsangebote. | Sie haben die Möglichkeit, erste Erfahrungen in der Lehre zu sammeln.;Sie verfügen über einen sehr guten Hochschulabschluss mit Bezug zum Thema. | Eine bereits erfolgte Zulassung zur Promotion an einer Universität ist von Vorteil. | Sie haben Interesse und idealerweise praktische Erfahrung oder Forschungserfahrung in den Fachgebieten Wealth und Asset Management. | Ihre ausgewiesenen Fach- und Methodenkompetenzen sowie sehr guten analytische Fähigkeiten erleichtern Ihnen den Einstieg. | Sie kommunizieren stilsicher in Deutsch und Englisch. | Sie verfügen über solide Informatik- und quantitative Methodenkenntnisse.;Data Science
23;Wissenschaftliche/r Assistent/in;OST - Ostschweizer Fachhochschule;Rapperswil;Du unterstützt die Professorinnen und Professoren bei der Erfüllung von Aufgaben in den Bereichen Lehre, Forschung, Dienstleistung und Weiterbildung | Unterstützung bei der Organisation und Durchführung von Entwurfs-, Projekt- und Fachmodulen | Du stehst den Verantwortlichen bei der Vorbereitung, Durchführung und Nachbereitung von Lehrveranstaltungen unterstützend zur Seite | Du hilfst bei administrativen Aufgaben in der Lehre (Landschaftsarchitektur, Materialbereitstellung, Terminkoordination) mit;Eine Ausbildung in Landschaftsarchitektur oder Architektur (Master oder Bachelor FH) | Zwei Jahre funktionsrelevante Berufserfahrung | Organisationsgeschick und gute Kenntnisse in Projektabläufen | Ausgeprägte Kommunikationsfähigkeiten, hohes Verantwortungsbewusstsein und starke Teamorientierung | Analytische Fähigkeiten und systemisches Denken | Versierte MS-Office-Anwenderkenntnisse, vertiefte Kenntnisse in der CAD-Anwendung und Adobe Creative Suite | Erfahrung in der Anwendung von KI im Bereich LLM / Administration | Sichere mündliche und schriftliche Ausdruckfähigkeit in der deutschen Sprache (u.a. Protokollführung, Erstellung von Unterrichtsmaterialien);Data Science
24;Visitor Program & Community Manager (80 - 100%);EMPA;Dübendorf;Sie sind verantwortlich für das Besucherprogramm der Empa für (inter-)nationale Delegationen aus Wissenschaft, Wirtschaft, Behörden und Politik sowie für allgemeine Besuchergruppen inkl. individueller Programmkonzeption und Organisation der Besuche und Kurzeinführung in die F&E-Aktivitäten der Empa. Zudem führen Sie die Gruppen durch die Labors und die Leuchtturm-Plattformen der Empa wie NEST, etc. | Sie sind verantwortlich für den Ausbau bestehender und den Aufbau neuer Communities (z.B. Friends of Empa). Dies umfasst u.a. die Pflege und die inhaltliche Weiterentwicklung bestimmter Online- und Offline-Kanäle, über die Sie die entsprechenden Communities bzw. Netzwerke betreuen, auf- und ausbauen, z.B. Social Media, aber auchlive über entsprechende Anlässe, die Sie selbst konzipieren und mitorganisieren. | Sie erstellen zielgruppengerechte Inhalte: Kurztexte, Kurzvideos, Fotos, interaktive Inhalte. | Sie nutzen CRM-Systeme, um Community-Daten zu pflegen, Kontakte systematisch zu verwalten und Kommunikationsmassnahmen gezielt zu steuern, und überwachen die Wirkung Ihrer Massnahmen anhand von Kennzahlen (z.B. Mitgliederentwicklung, Engagement, Reichweite) und leiten daraus Ideen für die Weiterentwicklung ab. | Sie identifizieren Trends im Community Management und bringen innovative Formate und Tools ein. | Mind. fünf Jahre relevante Berufserfahrung | Sehr gutes Verständnis von integrierter Kommunikation im On- und Offline-Bereich und im Community Building & Management sowie vertiefte Kenntnisse im Umgang mit ICT-Tools (CRM, CMS, Event-Management- und Mailing-Tools) | Freude und Interesse am Austausch mit Menschen und keine Scheu vor öffentlichen Auftritten | Interesse an und Flair für Wissenschaft, Technologie und Innovation | Kreative, offene, kommunikative und selbständige Persönlichkeit mit vernetztem Denken und mit sehr guten konzeptionellen, organisatorischen und koordinierenden Fähigkeiten | Hohe Sozialkompetenz, Teamfähigkeit, Kollegialität, Durchsetzungsvermögen und ausgeprägte Dienstleistungsorientierung | Neugierde, schnelle Auffassungsgabe, Stressresistenz, Flexibilität und Begeisterungsfähigkeit | Sehr gute Deutsch- und Englisch-Kenntnisse | Idealerweise Erfahrung im Forschungs-/Hochschulbereich, z.B. (Fach-)Hochschulstudium im Bereich Kommunikation bzw. in nat.-wiss./techn. Richtung;no skills found on this job ad;Data Science
